date,XLF,XLF.1,XLF.2,XLF.3,XLF.4,XLF.5,XLF.6,XLF.7,XLF.8,XLF.9,XLF.10,XLF.11,XLF.12,XLF.13,XLF.14,XLF.15,XLF.16,XLF.17,XLF.18,XLF.19,XLF.20,XLF.21,XLF.22,XLF.23,XLF.24,XLF.25,XLF.26,XLF.27,XLF.28,XLF.29,XLF.30,XLF.31,XLF.32,XLF.33,XLF.34,JPM,WFC,C,BAC,AXP,AIG,GS,USB,PNC,BLK,COF,AMT,BK,MS,TRV,STT,AFL,ALL,CB,BBT,MMC,AON,SCHW,TROW,CME,WY,STI,AMP,FITB,MHP,IVZ,PGR,L,HIG,MCO,JPM_signal,WFC_signal,C_signal,BAC_signal,AXP_signal,AIG_signal,GS_signal,USB_signal,PNC_signal,BLK_signal,COF_signal,AMT_signal,BK_signal,MS_signal,TRV_signal,STT_signal,AFL_signal,ALL_signal,CB_signal,BBT_signal,MMC_signal,AON_signal,SCHW_signal,TROW_signal,CME_signal,WY_signal,STI_signal,AMP_signal,FITB_signal,MHP_signal,IVZ_signal,PGR_signal,L_signal,HIG_signal,MCO_signal
1/19/2006,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,32.8,25.73,415.05,37.39,46.48,1095.28,123.95,23.88,52.84,101.67,78.44,28.85,28.63,44.08,38.06,53.52,40.6,42.58,40.43,30.77,25.03,33.27,12.94,33.24,62.74,19.94,60.91,37.24,30.97,42.39,14.45,21.9,31.79,73.07,56.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2006,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,31.96,25.27,395.57,36.61,45.42,1072.92,121.97,23.39,54.78,108.19,78.12,28.17,28.4,42.97,37.29,52.93,40,42.06,40.39,29.68,24.65,32.68,12.51,32.78,61.87,19.83,59.42,36.89,29.99,41.61,14.91,21.81,31.5,71.44,55.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2006,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,26.97,32.14,25.32,398.25,36.42,45.46,1071.31,123.3,23.5,53.66,109.2,77.5,28.11,28.43,43.43,37.73,53.76,39.99,42.17,40.17,29.65,24.87,32.44,12.76,33.02,63.15,20.02,59.84,38.02,30.75,41.85,15.11,21.89,31.65,71.58,57.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/2006,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,27.09,32.01,25.31,398.34,36.65,46.68,1070.19,123.42,23.51,54.36,109.86,77.39,28.94,28.52,43.59,37.54,53.95,39.85,41.31,39.96,29.5,24.9,32.65,12.74,33.31,67.09,20.11,59.94,38.01,30.42,42.26,15.38,21.39,31.39,70.78,58.11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/2006,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,27.14,32.32,25.48,400.24,36.97,46.75,1058.45,123.94,23.5,54.34,110.31,76.59,28.46,28.65,43.95,37.04,54.79,40.15,40.73,39.69,29.43,24.81,32.28,12.65,33.46,66.07,19.96,59.72,37.77,30.57,41.99,15.4,21.41,31.08,69.84,57.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/2006,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,33.25,25.71,406.99,37.2,47.12,1068.58,127.5,23.86,55.3,115.01,77.78,28.54,28.84,44.54,38.27,55.73,40.28,42.29,39.69,29.98,24.81,32.49,13.11,34.28,67.13,20.24,60.48,37.85,31.24,42.67,15.62,21.44,31.82,71.64,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2006,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,27.63,33.38,25.77,405.78,37.11,47.1,1071.96,128.93,23.99,54.88,113.4,77.72,28.77,28.7,45.14,38.56,54.75,40.28,41.91,39.58,29.99,24.84,32.37,12.84,33.86,65.97,20.36,60.49,37.06,31.33,43.07,15.57,21.19,31.56,71.01,58.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2006,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,27.54,33.47,25.67,405.35,36.85,46.56,1062.63,129.8,23.92,54.12,113.64,77.3,28.94,28.78,45.06,38.32,55.11,40.27,42.04,39.68,29.64,24.61,32.44,12.98,33.35,66.36,20.92,60.56,36.32,31.18,43.47,15.57,21.41,31.45,70.53,58.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2006,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,27.44,33.38,25.63,403.27,36.64,46.35,1052.82,131.08,24.1,53.83,113.13,76.4,30.26,28.9,45.64,37.59,55.3,39.81,41.93,39.43,29.24,24.44,31,12.77,33.13,69.52,20.74,60.31,35.66,30.74,43.04,15.66,21.19,31.32,68.81,57.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2006,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,27.42,33.49,25.63,401.11,36.41,46.5,1065.85,131.5,24.04,54.02,110.35,76.38,30.38,28.95,45.92,37.78,55.06,40,41.97,40.33,29.23,24.23,31.02,12.73,33.21,68.03,20.55,59.93,36.15,30.66,43.31,15.95,21.06,31.22,68.91,57.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2006,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,33.59,25.4,395.33,35.99,46.45,1052.98,132.25,23.79,53.41,109.95,75.85,30.06,29.17,45.51,37.53,54.96,40.09,41.97,40,28.74,24.13,30.73,12.46,33.3,68.36,20.13,59.58,37.26,30.1,43.26,15.65,21.18,31.08,68.23,58.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2006,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,27.12,33.2,25.3,394.28,35.7,46.25,1051.05,132.46,23.61,53.1,110.46,76.38,30.05,29.3,45.63,37.11,54.85,39.99,41.89,39.69,28.93,24.35,30.53,12.61,33.13,68.33,20.21,59.37,37.34,30,43.71,15.42,21.11,30.95,67.57,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2006,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,33.12,25.3,395.24,35.93,46.15,1061.66,132.53,23.7,52.49,111.21,76.4,30.56,29.28,45.85,36.56,55.16,39.68,42.4,39.49,28.89,24.29,30.39,12.69,33.07,68.63,20.87,59.56,37.98,29.89,43.65,15.03,20.82,30.74,66.9,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2006,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,32.97,25.33,394.19,36.03,46.02,1058.29,129.43,23.65,52.49,110.91,74.98,30.37,29.29,44.96,36.26,54.79,39.74,41.94,39.48,28.78,24.01,30.82,12.53,32.32,65.7,20.76,59.15,38.17,29.83,43.55,15.88,20.88,30.27,67.07,56.51,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2006,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,33.26,25.42,396.91,36.18,46.6,1067.61,130.97,23.83,53.18,111.69,76.58,30.66,29.52,45.51,36.19,55.06,39.67,42,39.46,29.12,24.97,31.41,12.75,32.51,66.34,20.87,59.39,38.4,30.58,44.25,15.7,21.1,30.37,67.21,57.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2006,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,27.26,33.4,25.37,400.67,36.31,46.87,1079.52,130.71,23.87,53.06,114.42,77.19,29.82,29.49,45.44,36,54.83,39.58,42.36,39.32,29.22,25.05,31.6,12.65,32.36,65.48,20.84,59.45,38.49,30.52,45.07,15.7,20.78,30.06,67.38,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2006,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41,33.53,25.58,402.16,36.38,46.84,1092.06,130.67,24.14,53.6,112.03,78.14,30.58,29.92,44.79,36.14,54.99,39.81,42.63,39.32,29.43,25.35,34.53,12.59,32.25,65.74,20.73,59.46,38.19,30.79,45.06,15.96,20.82,30.41,67.73,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2006,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,33.4,25.55,399.71,36.2,46.86,1092.7,129.59,24.13,55.27,120.96,78.9,29.83,30.27,44.42,35.85,54.2,39.67,42.4,39.28,29.14,25.11,34.48,12.49,32.04,66.18,20.65,59.42,37.58,30.57,45.01,16.02,20.57,30.37,67.57,57.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/2006,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,33.68,25.96,403.56,36.58,47.29,1099.94,131.57,24.32,55.58,124.34,79.67,29.74,30.42,44.62,36.73,55.54,40.31,43.22,39.46,29.65,23.9,34.78,13.23,32.59,67.62,21.08,59.95,38.51,31.13,45.67,16.06,21.07,30.5,68.72,58.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2006,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,33.86,26.31,404.69,36.75,47.89,1098.33,134.69,24.43,57.32,128.85,81.25,30.57,30.76,45.2,36.38,55.61,40.83,43.42,39.5,29.52,23.7,34.86,13.63,32.83,67.67,20.9,60.04,37.92,31.22,46.02,15.71,21.26,30.16,69.46,59.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2006,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,34.28,26.5,406.36,37.02,48.15,1096.56,135.39,24.54,58.27,128.55,80.65,30.91,31.07,45.53,35.95,56.16,40.54,43.63,39.55,30.02,24.36,35.24,13.96,33.09,67.51,21,60.34,38.06,31.51,46.38,15.93,21.25,30.46,69.77,59.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2006,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,27.85,34.25,26.36,404.61,37,48.12,1084.34,135.06,24.55,57.46,124.87,80.06,30.76,31.42,45.16,35.65,56.31,39.96,43.74,39.49,29.75,23.97,35.38,13.95,33.1,68,20.96,59.98,38.58,31.51,46.18,16.09,21.3,30.28,70,59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2006,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,34.18,26.32,403.99,36.91,47.6,1081.77,133.12,24.35,57.39,123.75,80.02,31.01,31.17,45.14,35.43,55.97,39.6,43.34,39.65,29.67,23.72,35.32,13.88,32.7,67.7,20.65,59.76,38.49,31.15,45.83,16.31,21.49,30.12,70.21,59.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2006,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,34.78,26.68,410.21,37.34,48.46,1092.22,135.05,24.81,59.06,123.03,82.28,31.03,31.68,45.74,35.66,57.58,40.38,44.06,40.35,30.32,24.01,35.92,14.19,33.19,69.41,20.61,61.45,39.84,32.36,46.3,16.61,21.93,30.08,71.8,61.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2006,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,28.19,34.53,26.68,409.51,37.59,48.23,1080.8,133.59,24.91,58.69,120.8,81.47,30.79,31.33,45.19,35.21,57.14,40.36,43.89,39.91,29.91,23.98,35.74,14.33,33.24,68.52,20.56,61.48,40.68,32.39,45.78,16.55,21.88,30.24,70.71,61.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
